1	100.00	0
3	0.35	-159
5	60.82	-175
7	33.42	-172
9	0.50	158
11	3.84	166
13	7.74	-177
15	0.41	135
17	1.27	32
19	1.54	179
21	0.32	110
23	1.08	38
25	0.16	49
