1	100.00	0
3	0.54	-96
5	75.09	-174
7	54.61	-171
9	0.24	-102
11	14.65	16
13	1.95	71
15	0.32	28
17	9.61	10
19	7.66	16
21	0.43	95
23	0.94	-8
25	3.78	7
